theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|1|1|1|8,num_1|1|1|1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|1|1|1|2|2|5,num_1|1|1|1|1|1|1|1|2|3|4,num_1|1|1|1|1|1|1|1|2|7,num_1|1|1|1|1|1|1|1|3|3|3,num_1|1|1|1|1|1|1|1|3|6,num_1|1|1|1|1|1|1|1|4|5,num_1|1|1|1|1|1|1|1|9,num_1|1|1|1|1|1|1|2|2|2|2|2,num_1|1|1|1|1|1|1|2|2|2|4,num_1|1|1|1|1|1|1|2|2|3|3,num_1|1|1|1|1|1|1|2|2|6,num_1|1|1|1|1|1|1|2|3|5,num_1|1|1|1|1|1|1|2|4|4,num_1|1|1|1|1|1|1|2|8,num_1|1|1|1|1|1|1|3|3|4,num_1|1|1|1|1|1|1|3|7,num_1|1|1|1|1|1|1|4|6,num_1|1|1|1|1|1|1|5|5,num_1|1|1|1|1|1|1|10,num_1|1|1|1|1|1|2|2|2|2|3,num_1|1|1|1|1|1|2|2|2|5,num_1|1|1|1|1|1|2|2|3|4,num_1|1|1|1|1|1|2|2|7,num_1|1|1|1|1|1|2|3|3|3,num_1|1|1|1|1|1|2|3|6,num_1|1|1|1|1|1|2|4|5,num_1|1|1|1|1|1|2|9,num_1|1|1|1|1|1|3|3|5,num_1|1|1|1|1|1|3|4|4,num_1|1|1|1|1|1|3|8,num_1|1|1|1|1|1|4|7,num_1|1|1|1|1|1|5|6,num_1|1|1|1|1|1|11,num_1|1|1|1|1|2|2|2|2|2|2,num_1|1|1|1|1|2|2|2|2|4,num_1|1|1|1|1|2|2|2|3|3,num_1|1|1|1|1|2|2|2|6,num_1|1|1|1|1|2|2|3|5,num_1|1|1|1|1|2|2|4|4,num_1|1|1|1|1|2|2|8,num_1|1|1|1|1|2|3|3|4,num_1|1|1|1|1|2|3|7,num_1|1|1|1|1|2|4|6,num_1|1|1|1|1|2|5|5,num_1|1|1|1|1|2|10,num_1|1|1|1|1|3|3|3|3,num_1|1|1|1|1|3|3|6,num_1|1|1|1|1|3|4|5,num_1|1|1|1|1|3|9,num_1|1|1|1|1|4|4|4,num_1|1|1|1|1|4|8,num_1|1|1|1|1|5|7,num_1|1|1|1|1|6|6,num_1|1|1|1|1|12,num_1|1|1|1|2|2|2|2|2|3,num_1|1|1|1|2|2|2|2|5,num_1|1|1|1|2|2|2|3|4,num_1|1|1|1|2|2|2|7,num_1|1|1|1|2|2|3|3|3,num_1|1|1|1|2|2|3|6,num_1|1|1|1|2|2|4|5,num_1|1|1|1|2|2|9,num_1|1|1|1|2|3|3|5,num_1|1|1|1|2|3|4|4,num_1|1|1|1|2|3|8,num_1|1|1|1|2|4|7,num_1|1|1|1|2|5|6,num_1|1|1|1|2|11,num_1|1|1|1|3|3|3|4,num_1|1|1|1|3|3|7,num_1|1|1|1|3|4|6,num_1|1|1|1|3|5|5,num_1|1|1|1|3|10,num_1|1|1|1|4|4|5,num_1|1|1|1|4|9,num_1|1|1|1|5|8,num_1|1|1|1|6|7,num_1|1|1|1|13,num_1|1|1|2|2|2|2|2|2|2,num_1|1|1|2|2|2|2|2|4,num_1|1|1|2|2|2|2|3|3,num_1|1|1|2|2|2|2|6,num_1|1|1|2|2|2|3|5,num_1|1|1|2|2|2|4|4,num_1|1|1|2|2|2|8,num_1|1|1|2|2|3|3|4,num_1|1|1|2|2|3|7,num_1|1|1|2|2|4|6,num_1|1|1|2|2|5|5,num_1|1|1|2|2|10,num_1|1|1|2|3|3|3|3,num_1|1|1|2|3|3|6,num_1|1|1|2|3|4|5,num_1|1|1|2|3|9,num_1|1|1|2|4|4|4,num_1|1|1|2|4|8,num_1|1|1|2|5|7,num_1|1|1|2|6|6,num_1|1|1|2|12,num_1|1|1|3|3|3|5,num_1|1|1|3|3|4|4,num_1|1|1|3|3|8,num_1|1|1|3|4|7,num_1|1|1|3|5|6,num_1|1|1|3|11,num_1|1|1|4|4|6,num_1|1|1|4|5|5,num_1|1|1|4|10,num_1|1|1|5|9,num_1|1|1|6|8,num_1|1|1|7|7,num_1|1|1|14,num_1|1|2|2|2|2|2|2|3,num_1|1|2|2|2|2|2|5,num_1|1|2|2|2|2|3|4,num_1|1|2|2|2|2|7,num_1|1|2|2|2|3|3|3,num_1|1|2|2|2|3|6,num_1|1|2|2|2|4|5,num_1|1|2|2|2|9,num_1|1|2|2|3|3|5,num_1|1|2|2|3|4|4,num_1|1|2|2|3|8,num_1|1|2|2|4|7,num_1|1|2|2|5|6,num_1|1|2|2|11,num_1|1|2|3|3|3|4,num_1|1|2|3|3|7,num_1|1|2|3|4|6,num_1|1|2|3|5|5,num_1|1|2|3|10,num_1|1|2|4|4|5,num_1|1|2|4|9,num_1|1|2|5|8,num_1|1|2|6|7,num_1|1|2|13,num_1|1|3|3|3|3|3,num_1|1|3|3|3|6,num_1|1|3|3|4|5,num_1|1|3|3|9,num_1|1|3|4|4|4,num_1|1|3|4|8,num_1|1|3|5|7,num_1|1|3|6|6,num_1|1|3|12,num_1|1|4|4|7,num_1|1|4|5|6,num_1|1|4|11,num_1|1|5|5|5,num_1|1|5|10,num_1|1|6|9,num_1|1|7|8,num_1|1|15,num_1|2|2|2|2|2|2|2|2,num_1|2|2|2|2|2|2|4,num_1|2|2|2|2|2|3|3,num_1|2|2|2|2|2|6,num_1|2|2|2|2|3|5,num_1|2|2|2|2|4|4,num_1|2|2|2|2|8,num_1|2|2|2|3|3|4,num_1|2|2|2|3|7,num_1|2|2|2|4|6,num_1|2|2|2|5|5,num_1|2|2|2|10,num_1|2|2|3|3|3|3,num_1|2|2|3|3|6,num_1|2|2|3|4|5,num_1|2|2|3|9,num_1|2|2|4|4|4,num_1|2|2|4|8,num_1|2|2|5|7,num_1|2|2|6|6,num_1|2|2|12,num_1|2|3|3|3|5,num_1|2|3|3|4|4,num_1|2|3|3|8,num_1|2|3|4|7,num_1|2|3|5|6,num_1|2|3|11,num_1|2|4|4|6,num_1|2|4|5|5,num_1|2|4|10,num_1|2|5|9,num_1|2|6|8,num_1|2|7|7,num_1|2|14,num_1|3|3|3|3|4,num_1|3|3|3|7,num_1|3|3|4|6,num_1|3|3|5|5,num_1|3|3|10,num_1|3|4|4|5,num_1|3|4|9,num_1|3|5|8,num_1|3|6|7,num_1|3|13,num_1|4|4|4|4,num_1|4|4|8,num_1|4|5|7,num_1|4|6|6,num_1|4|12,num_1|5|5|6,num_1|5|11,num_1|6|10,num_1|7|9,num_1|8|8,num_1|16,num_2|2|2|2|2|2|2|3,num_2|2|2|2|2|2|5,num_2|2|2|2|2|3|4,num_2|2|2|2|2|7,num_2|2|2|2|3|3|3,num_2|2|2|2|3|6,num_2|2|2|2|4|5,num_2|2|2|2|9,num_2|2|2|3|3|5,num_2|2|2|3|4|4,num_2|2|2|3|8,num_2|2|2|4|7,num_2|2|2|5|6,num_2|2|2|11,num_2|2|3|3|3|4,num_2|2|3|3|7,num_2|2|3|4|6,num_2|2|3|5|5,num_2|2|3|10,num_2|2|4|4|5,num_2|2|4|9,num_2|2|5|8,num_2|2|6|7,num_2|2|13,num_2|3|3|3|3|3,num_2|3|3|3|6,num_2|3|3|4|5,num_2|3|3|9,num_2|3|4|4|4,num_2|3|4|8,num_2|3|5|7,num_2|3|6|6,num_2|3|12,num_2|4|4|7,num_2|4|5|6,num_2|4|11,num_2|5|5|5,num_2|5|10,num_2|6|9,num_2|7|8,num_2|15,num_3|3|3|3|5,num_3|3|3|4|4,num_3|3|3|8,num_3|3|4|7,num_3|3|5|6,num_3|3|11,num_3|4|4|6,num_3|4|5|5,num_3|4|10,num_3|5|9,num_3|6|8,num_3|7|7,num_3|14,num_4|4|4|5,num_4|4|9,num_4|5|8,num_4|6|7,num_4|13,num_5|5|7,num_5|6|6,num_5|12,num_6|11,num_7|10,num_8|9,num_17
8,7,24310,0,5005,9009,8580,10296,10824,9240,10890,10626,11088,6930,11634,8610,9450,4410,12096,10248,10794,5880,6762,7056,2352,11592,7560,8400,3360,8946,4032,4368,1008,12355,9303,9884,4655,5432,5691,1547,6132,1932,2163,2240,315,10847,6215,6995,2315,7516,2827,3083,523,3364,3543,679,783,835,55,11820,7928,8499,3360,3987,4196,852,4567,1087,1228,1275,100,4968,1359,1495,135,1584,160,175,180,0,9544,4696,5364,1356,5823,1692,1860,180,2055,2176,240,280,300,0,2403,315,360,375,0,400,0,0,0,0,10640,6256,6776,2096,2540,2688,320,2964,420,480,500,0,3267,540,600,0,640,0,0,0,0,675,720,0,0,0,0,0,0,0,0,0,0,0,7824,3120,3632,560,3996,720,800,0,900,960,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8960,4416,4848,960,1200,1280,0,1440,0,0,0,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824,1600,1920,0,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,8,24310,24310,19305,13299,15015,8151,9999,4455,11385,5841,6303,2145,7269,2985,3405,885,8361,3993,4329,1305,1557,1641,297,5057,1865,2145,465,2341,577,633,73,5890,2558,2789,710,857,906,122,997,157,178,185,10,3312,1050,1220,200,1341,252,278,18,309,328,24,28,30,0,3920,1488,1634,320,392,416,32,462,42,48,50,0,513,54,60,0,64,0,0,0,0,1984,496,584,56,648,72,80,0,90,96,0,0,0,0,108,0,0,0,0,0,0,0,0,0,2400,736,816,96,120,128,0,144,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1024,160,192,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,256,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,24310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,220,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,10,0,1,0,0,715,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,220,0,0,0,0,0,55,0,0,10,1,0,0,2002,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,10,0,1,0,0,715,0,0,0,1,0,0,0,0,220,0,0,55,0,10,1,0,5005,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,220,0,0,0,0,0,55,0,0,10,1,0,0,2002,0,0,0,0,10,0,1,0,0,715,0,0,0,0,220,0,55,10,1,0,11440,0,0,0,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0,10,0,1,0,0,715,0,0,0,1,0,0,0,0,220,0,0,55,0,10,1,0,5005,0,0,0,0,0,55,0,0,10,1,0,0,2002,0,1,0,0,715,0,0,220,55,10,1,24310
9,2,24310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,1,1,72,0,0,0,0,0,0,17,0,10,10,10,315,0,0,0,2,0,1,1,108,0,0,61,55,55,990,0,0,0,0,0,0,25,0,11,10,10,435,0,2,1,264,0,225,220,220,2475,0,0,0,3,0,1,1,144,0,0,69,56,55,1320,0,20,11,10,885,2,750,719,715,5148,0,0,0,0,0,0,33,0,12,10,10,555,0,2,1,300,0,233,221,220,3267,0,0,113,65,56,2442,20,12,2127,2028,2005,2002,9009,0,0,0,4,0,1,1,180,0,0,77,57,55,1650,0,21,11,10,1005,2,786,727,716,6864,0,3,1,456,0,277,230,222,5775,110,66,5280,30,5085,5022,5007,12870,0,0,0,0,0,0,41,0,13,10,10,675,0,2,1,336,0,241,222,220,4059,0,0,121,66,56,2772,20,12,2247,2064,2013,2004,12441,0,30,12,10,1455,2,942,771,726,12012,0,441,276,240,11715,120,11550,11475,11448,11442,12870,0,0,0,5,0,1,1,216,0,0,85,58,55,1980,0,22,11,10,1125,2,822,735,717,8580,0,3,1,492,0,285,231,222,6567,111,66,5610,30,5205,5058,5016,19305,0,0,165,75,57,3894,21,12,2697,2220,2058,2022,22308,3,1428,936,780,23595,450,330,24090,24255,24300,24309,0
9,3,24310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,9,9,9,288,0,1,1,100,1,72,72,1008,0,0,0,24,17,17,476,10,336,315,315,2520,0,3,2,176,1,114,108,1476,67,61,1104,1005,990,4950,0,0,0,45,26,25,720,12,489,440,435,3450,4,308,269,2790,235,2550,2485,2475,7920,0,6,3,273,1,162,145,2070,83,71,1530,1361,1324,6468,31,1061,920,893,5688,789,5328,5192,5154,10296,0,0,0,72,36,33,1020,14,663,571,557,4632,4,383,314,3762,259,3410,3296,3273,9900,175,133,2900,2570,2471,9504,2255,2179,9234,9090,9030,9015,10296,0,10,4,391,1,216,183,2790,100,81,2012,1738,1665,8448,34,1312,1079,1029,7584,869,7140,6948,6884,12012,10,709,525,6546,391,6054,5858,5809,12672,5558,5377,12870,5245,12900,12888,12877,6435,0,0,0,105,47,41,1376,16,858,708,681,6066,4,464,360,4860,283,4326,4129,4083,12672,199,145,3564,3025,2846,12738,2504,2371,12636,12534,12475,12457,9867,64,2221,1699,1569,12504,1226,12270,12121,12055,11583,886,11989,11833,11785,12375,11695,12705,12825,12861,12868,0,0,15,5,530,1,276,222,3636,118,91,2550,2136,2013,10890,37,1584,1244,1167,9732,950,9078,8761,8641,15015,10,817,579,8022,418,7153,6775,6673,17523,6223,5863,18645,5605,19095,19251,19294,0,334,226,5677,4579,4165,20361,3445,3133,21603,22089,22252,22288,0,2359,22881,23374,23530,0,23860,23980,0,0,0,0,0
9,4,24310,0,0,0,0,0,0,0,0,0,0,165,0,45,45,840,0,9,9,372,288,288,2352,1,128,100,1372,72,1064,1008,4704,0,31,24,672,497,476,3332,357,2744,2555,2520,7350,4,259,182,2072,126,1610,1491,6090,1218,1134,5390,5075,4970,9240,0,70,47,1085,784,730,4550,548,3815,3535,3470,8820,396,3115,2875,8400,2700,8120,7980,7940,9240,10,448,296,2975,198,2324,2121,7728,1750,1612,7028,6664,6522,10164,1278,6244,5878,5776,10416,5552,10416,10360,10322,6864,0,130,80,1631,1160,1058,6062,790,5180,4797,4696,10416,558,4279,3937,10290,3696,10108,9985,9944,8844,3402,3162,9982,9733,9607,9768,9481,9396,10146,10272,10301,10304,3003,20,705,447,4116,291,3227,2912,9702,2406,2192,9100,8724,8555,10824,1713,8304,7882,7754,11664,7501,11958,12029,12034,4719,1260,7335,6911,12420,6615,12659,12706,12708,5643,12874,12918,6105,12960,6315,6399,6426,0,0,215,125,2330,1636,1468,7924,1089,6875,6365,6218,12258,756,5692,5204,12720,4863,12791,12756,12734,7359,4443,4083,12959,12924,12862,8745,12862,12822,9417,9711,9822,9849,0,3258,12924,12780,12716,10341,12634,11097,11418,11529,0,12528,11880,12201,12285,0,12495,0,0,0,0,0,35,1040,640,5530,408,4340,3878,12096,3198,2883,11663,11294,11099,11385,2229,10790,10261,10088,13443,9754,14409,14814,14952,0,1620,9423,8783,15795,8316,16872,17304,17415,0,17976,18381,0,18675,0,0,0,0,7560,6984,18468,19656,20088,0,20844,21165,0,0,0,0,0,21948,0,0,0,0,0,0,0,0,0,0,0
9,5,24310,0,0,0,0,0,0,495,0,165,165,1980,45,1050,840,4410,9,456,372,3024,2478,2352,7056,156,1806,1428,5782,1176,5068,4774,8820,45,903,714,4284,3591,3402,8330,3003,7840,7525,7420,8820,363,2793,2241,7280,1878,6580,6250,9450,5865,5640,9520,9415,9325,6930,135,1545,1233,5775,4980,4740,9520,4275,9275,9040,8950,8400,3795,8900,8665,9030,8520,9240,9280,9280,3960,705,4050,3330,8883,2850,8308,7993,9702,7653,7428,10164,10259,10249,5478,7008,10511,10556,10546,6276,10601,6654,6809,6859,1287,315,2430,1980,7521,6696,6426,10542,5916,10692,10627,10582,7332,5361,10682,10582,8256,10527,8663,8813,8848,2079,10527,10437,9209,9611,9746,2541,9998,10098,2793,2919,2974,2989,0,1230,5625,4755,10579,4155,10288,10063,9396,9837,9657,10349,10725,10840,3333,9306,11271,11612,11692,4047,11918,4425,4606,4676,0,8865,12132,12418,4887,12624,5320,5516,5571,0,5768,5949,0,6075,0,0,0,0,630,3615,3015,9555,8799,8529,11321,7998,12091,12331,12376,5301,7377,12725,12895,6393,13020,6952,7203,7273,0,13188,13278,7666,8295,8546,0,8924,9105,0,0,0,0,0,13455,9135,9819,10015,0,10448,0,0,0,0,10896,0,0,0,0,0,0,0,0,0,0,1995,7575,6585,12365,5865,12565,12529,8361,12489,12408,10012,10822,11143,0,12162,11914,12794,13045,0,13604,0,0,0,0,11745,14067,14947,0,15576,0,0,0,0,0,0,0,0,0,0,0,0,16416,17100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,6,24310,0,0,0,0,1287,495,3960,165,2442,1980,6930,1260,5460,4662,8820,624,3822,3276,8190,7560,7308,8820,2366,7000,6272,9310,5796,9240,9086,7056,1470,5432,4872,9240,8890,8722,8330,8526,8820,8946,8960,4410,3848,8525,7981,9380,7605,9675,9701,5796,9870,9882,6510,6831,6945,1980,2760,7241,6745,9985,10010,9962,7350,9961,8090,8386,8460,2910,9900,8805,9061,3456,9243,3751,3890,3930,495,5705,9944,9700,8929,9504,9600,9821,4176,10196,10343,4891,5256,5405,825,10683,5676,6051,6160,1035,6386,1161,1230,1260,0,4515,9182,8836,10294,10771,10873,5821,11129,6706,7121,7240,1365,11340,7641,8026,1701,8292,1896,1995,2025,0,8586,8862,2106,2331,2430,0,2556,2625,0,0,0,0,0,7900,11130,11304,7820,11376,8826,9231,2241,9822,10108,2772,3066,3195,0,10719,3402,3726,3825,0,4020,0,0,0,0,11340,4131,4455,0,4680,0,0,0,0,0,0,0,0,0,0,0,0,6720,11152,11050,10000,10988,11264,3648,11847,4473,4896,5025,0,12420,5427,5850,0,6144,0,0,0,0,6480,6804,0,0,0,0,0,0,0,0,0,0,0,7533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10360,11920,12632,5880,13068,7128,7680,0,8505,8928,0,0,0,0,9882,0,0,0,0,0,0,0,0,0,10935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,7,24310,0,0,3003,1287,6864,4884,9240,3366,8316,7854,9240,6972,9660,9618,7350,5796,9534,9366,8610,9114,9240,4704,8918,9646,9968,6076,10164,6804,7112,2352,8190,10283,10395,7581,8302,8512,3332,8925,3927,4242,4340,840,10427,9083,9688,4598,10083,5322,5648,1308,6057,6285,1617,1803,1890,165,10215,10382,10738,6148,6956,7205,2001,7687,2441,2683,2760,285,8190,2937,3169,369,3324,424,455,465,0,11258,7910,8689,2995,9219,3591,3869,489,4223,4424,628,714,755,0,4824,798,894,925,0,980,0,0,0,0,11592,9704,10246,4360,5107,5344,832,5813,1057,1184,1225,0,6318,1323,1450,0,1536,0,0,0,0,1620,1716,0,0,0,0,0,0,0,0,0,0,0,11224,6120,6936,1400,7515,1752,1920,0,2145,2272,0,0,0,0,2538,0,0,0,0,0,0,0,0,0,2835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12096,8176,8824,2320,2840,3008,0,3360,0,0,0,0,3753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10192,3760,4448,0,4968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,8,24310,0,6435,10296,10296,10296,11484,7920,12078,9702,10296,4950,11268,6570,7380,2520,12240,8352,8946,3600,4248,4464,1008,10044,4968,5652,1548,6120,1908,2088,288,11205,6561,7092,2313,2772,2925,477,3204,612,693,720,45,8172,3339,3852,774,4212,972,1071,81,1188,1260,108,126,135,0,9360,4608,5031,1224,1494,1584,144,1755,189,216,225,0,1944,243,270,0,288,0,0,0,0,5976,1872,2196,252,2430,324,360,0,405,432,0,0,0,0,486,0,0,0,0,0,0,0,0,0,7056,2736,3024,432,540,576,0,648,0,0,0,0,729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3744,720,864,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4608,1152,1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,9,24310,24310,17875,11011,12727,5863,7447,2695,8701,3685,4015,1045,4765,1525,1765,325,5641,2137,2341,505,613,649,73,2825,761,889,121,981,153,169,9,3400,1100,1213,196,241,256,16,285,21,24,25,0,1496,308,364,28,405,36,40,0,45,48,0,0,0,0,1840,464,516,48,60,64,0,72,0,0,0,0,81,0,0,0,0,0,0,0,0,656,80,96,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,832,128,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,11,0,0,1,0,0,0,1001,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,286,0,0,0,0,0,0,0,0,66,0,0,11,0,1,0,0,3003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,0,0,0,11,0,0,1,0,0,0,1001,0,0,0,0,1,0,0,0,0,286,0,0,0,0,66,0,11,1,0,0,8008,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,286,0,0,0,0,0,0,0,0,66,0,0,11,0,1,0,0,3003,0,0,0,0,0,11,0,0,1,0,0,0,1001,0,0,0,0,286,0,0,66,11,1,0,19448
10,2,19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,1,70,0,0,0,0,0,0,0,17,0,0,11,11,11,330,0,0,0,0,0,0,2,0,1,1,1,115,0,0,0,71,0,66,66,66,1100,0,0,0,0,0,0,0,26,0,0,12,11,11,495,0,2,1,1,325,0,290,286,286,2860,0,0,0,0,0,0,3,0,1,1,1,160,0,0,0,80,0,67,66,66,1595,0,0,22,12,11,1155,2,1,1030,1004,1001,1001,6006,0,0,0,0,0,0,0,35,0,0,13,11,11,660,0,2,1,1,370,0,299,287,286,4147,0,0,0,134,0,77,67,66,3377,22,12,3102,3,3022,3005,3003,10010,0,0,0,0,0,0,4,0,1,1,1,205,0,0,0,89,0,68,66,66,2090,0,0,23,12,11,1320,2,1,1075,1013,1002,1001,9009,0,3,1,1,580,0,353,297,287,8437,0,132,77,68,8162,23,8052,8017,8009,8008,11440,0,0,0,0,0,0,0,44,0,0,14,11,11,825,0,2,1,1,415,0,308,288,286,5434,0,0,0,143,0,78,67,66,3872,22,12,3267,3,3067,3014,3004,16445,0,0,33,13,11,1980,2,1,1285,1067,1012,1003,18447,0,572,352,298,19162,133,88,19382,19437,19447,19448,0
