theta_idx_l,theta_idx_m,den,num_1|1|1|1|1|1|1|1|1|1|1|1|1|1|1,num_1|1|1|1|1|1|1|1|1|1|1|1|1|2,num_1|1|1|1|1|1|1|1|1|1|1|1|3,num_1|1|1|1|1|1|1|1|1|1|1|2|2,num_1|1|1|1|1|1|1|1|1|1|1|4,num_1|1|1|1|1|1|1|1|1|1|2|3,num_1|1|1|1|1|1|1|1|1|1|5,num_1|1|1|1|1|1|1|1|1|2|2|2,num_1|1|1|1|1|1|1|1|1|2|4,num_1|1|1|1|1|1|1|1|1|3|3,num_1|1|1|1|1|1|1|1|1|6,num_1|1|1|1|1|1|1|1|2|2|3,num_1|1|1|1|1|1|1|1|2|5,num_1|1|1|1|1|1|1|1|3|4,num_1|1|1|1|1|1|1|1|7,num_1|1|1|1|1|1|1|2|2|2|2,num_1|1|1|1|1|1|1|2|2|4,num_1|1|1|1|1|1|1|2|3|3,num_1|1|1|1|1|1|1|2|6,num_1|1|1|1|1|1|1|3|5,num_1|1|1|1|1|1|1|4|4,num_1|1|1|1|1|1|1|8,num_1|1|1|1|1|1|2|2|2|3,num_1|1|1|1|1|1|2|2|5,num_1|1|1|1|1|1|2|3|4,num_1|1|1|1|1|1|2|7,num_1|1|1|1|1|1|3|3|3,num_1|1|1|1|1|1|3|6,num_1|1|1|1|1|1|4|5,num_1|1|1|1|1|1|9,num_1|1|1|1|1|2|2|2|2|2,num_1|1|1|1|1|2|2|2|4,num_1|1|1|1|1|2|2|3|3,num_1|1|1|1|1|2|2|6,num_1|1|1|1|1|2|3|5,num_1|1|1|1|1|2|4|4,num_1|1|1|1|1|2|8,num_1|1|1|1|1|3|3|4,num_1|1|1|1|1|3|7,num_1|1|1|1|1|4|6,num_1|1|1|1|1|5|5,num_1|1|1|1|1|10,num_1|1|1|1|2|2|2|2|3,num_1|1|1|1|2|2|2|5,num_1|1|1|1|2|2|3|4,num_1|1|1|1|2|2|7,num_1|1|1|1|2|3|3|3,num_1|1|1|1|2|3|6,num_1|1|1|1|2|4|5,num_1|1|1|1|2|9,num_1|1|1|1|3|3|5,num_1|1|1|1|3|4|4,num_1|1|1|1|3|8,num_1|1|1|1|4|7,num_1|1|1|1|5|6,num_1|1|1|1|11,num_1|1|1|2|2|2|2|2|2,num_1|1|1|2|2|2|2|4,num_1|1|1|2|2|2|3|3,num_1|1|1|2|2|2|6,num_1|1|1|2|2|3|5,num_1|1|1|2|2|4|4,num_1|1|1|2|2|8,num_1|1|1|2|3|3|4,num_1|1|1|2|3|7,num_1|1|1|2|4|6,num_1|1|1|2|5|5,num_1|1|1|2|10,num_1|1|1|3|3|3|3,num_1|1|1|3|3|6,num_1|1|1|3|4|5,num_1|1|1|3|9,num_1|1|1|4|4|4,num_1|1|1|4|8,num_1|1|1|5|7,num_1|1|1|6|6,num_1|1|1|12,num_1|1|2|2|2|2|2|3,num_1|1|2|2|2|2|5,num_1|1|2|2|2|3|4,num_1|1|2|2|2|7,num_1|1|2|2|3|3|3,num_1|1|2|2|3|6,num_1|1|2|2|4|5,num_1|1|2|2|9,num_1|1|2|3|3|5,num_1|1|2|3|4|4,num_1|1|2|3|8,num_1|1|2|4|7,num_1|1|2|5|6,num_1|1|2|11,num_1|1|3|3|3|4,num_1|1|3|3|7,num_1|1|3|4|6,num_1|1|3|5|5,num_1|1|3|10,num_1|1|4|4|5,num_1|1|4|9,num_1|1|5|8,num_1|1|6|7,num_1|1|13,num_1|2|2|2|2|2|2|2,num_1|2|2|2|2|2|4,num_1|2|2|2|2|3|3,num_1|2|2|2|2|6,num_1|2|2|2|3|5,num_1|2|2|2|4|4,num_1|2|2|2|8,num_1|2|2|3|3|4,num_1|2|2|3|7,num_1|2|2|4|6,num_1|2|2|5|5,num_1|2|2|10,num_1|2|3|3|3|3,num_1|2|3|3|6,num_1|2|3|4|5,num_1|2|3|9,num_1|2|4|4|4,num_1|2|4|8,num_1|2|5|7,num_1|2|6|6,num_1|2|12,num_1|3|3|3|5,num_1|3|3|4|4,num_1|3|3|8,num_1|3|4|7,num_1|3|5|6,num_1|3|11,num_1|4|4|6,num_1|4|5|5,num_1|4|10,num_1|5|9,num_1|6|8,num_1|7|7,num_1|14,num_2|2|2|2|2|2|3,num_2|2|2|2|2|5,num_2|2|2|2|3|4,num_2|2|2|2|7,num_2|2|2|3|3|3,num_2|2|2|3|6,num_2|2|2|4|5,num_2|2|2|9,num_2|2|3|3|5,num_2|2|3|4|4,num_2|2|3|8,num_2|2|4|7,num_2|2|5|6,num_2|2|11,num_2|3|3|3|4,num_2|3|3|7,num_2|3|4|6,num_2|3|5|5,num_2|3|10,num_2|4|4|5,num_2|4|9,num_2|5|8,num_2|6|7,num_2|13,num_3|3|3|3|3,num_3|3|3|6,num_3|3|4|5,num_3|3|9,num_3|4|4|4,num_3|4|8,num_3|5|7,num_3|6|6,num_3|12,num_4|4|7,num_4|5|6,num_4|11,num_5|5|5,num_5|10,num_6|9,num_7|8,num_15
10,7,3003,0,0,0,0,462,252,1050,126,840,756,1260,602,1260,1204,980,420,1169,1113,1155,1190,1190,490,1008,1295,1309,665,1323,735,756,126,850,1373,1370,875,951,968,196,1023,231,246,250,0,1374,1111,1185,301,1242,351,370,0,405,420,0,0,0,0,1320,1352,1407,456,525,544,0,594,0,0,0,0,648,0,0,0,0,0,0,0,0,1560,680,768,0,837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680,992,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,8,3003,0,0,792,462,1320,1170,1200,1008,1320,1332,720,1380,920,992,280,1386,1131,1185,405,466,484,56,1326,571,641,91,693,111,120,0,1460,778,839,146,175,184,0,204,0,0,0,0,1008,230,268,0,297,0,0,0,0,0,0,0,0,0,1200,352,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,3003,0,1287,1485,1650,990,1260,450,1467,639,702,135,853,211,249,21,1032,316,351,36,45,48,0,444,60,72,0,81,0,0,0,560,96,108,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10,3003,3003,1716,726,891,231,321,51,402,78,87,6,112,10,12,0,144,16,18,0,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1365
11,2,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,1,1,44,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,12,0,12,12,12,198,0,0,0,0,0,0,0,2,0,0,1,1,1,99,0,0,0,0,80,0,78,78,78,572,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,13,0,12,12,12,418,0,0,2,1,1,374,0,0,365,364,364,364,1001,0,0,0,0,0,0,0,3,0,0,1,1,1,154,0,0,0,0,90,0,79,78,78,1287,0,0,0,24,0,13,12,12,1353,2,1,1364,0,1365,1365,1365,0
11,3,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,5,5,5,100,0,0,0,1,0,1,1,50,1,1,44,44,44,330,0,0,0,0,0,0,18,0,15,15,15,225,0,12,12,201,12,198,198,198,660,0,0,0,3,0,2,2,121,1,1,101,99,99,605,0,82,80,80,580,78,573,572,572,715,0,0,0,0,0,0,39,0,26,25,25,470,0,14,13,428,12,419,418,418,935,3,2,384,375,374,990,366,365,1000,1001,1001,1001,0,0,0,0,6,0,3,3,228,1,1,166,155,154,1210,0,102,91,90,1275,80,1286,1287,1287,0,0,36,25,1341,15,1352,1353,1353,0,1363,1364,0,1365,0,0,0,0
11,4,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,15,0,15,15,180,0,0,0,5,5,5,110,5,100,100,100,450,0,1,1,56,1,50,50,360,44,44,334,330,330,660,0,0,0,21,18,18,253,15,228,225,225,675,12,204,201,666,198,661,660,660,495,0,4,3,144,2,123,121,636,103,101,613,606,605,660,84,588,581,580,705,574,714,715,715,0,0,0,0,54,40,39,520,27,480,471,470,870,16,438,429,924,421,934,935,935,0,394,386,979,989,990,0,999,1000,0,0,0,0,0,0,10,6,300,3,240,229,1134,178,168,1198,1209,1210,0,115,1263,1274,1275,0,1285,0,0,0,0,60,1329,1340,0,1350,0,0,0,0,0,0,0,0,0,0,0,0
11,5,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,35,35,35,280,0,15,15,195,15,180,180,540,0,5,5,120,110,110,480,100,455,450,450,600,1,62,56,391,50,364,360,660,338,334,664,661,660,330,0,24,21,282,256,253,688,231,681,676,675,450,210,672,667,486,663,494,495,495,0,5,168,146,665,127,644,637,606,621,615,650,659,660,0,597,695,704,705,0,713,0,0,0,0,0,70,56,568,530,522,806,491,859,869,870,0,458,913,923,0,932,0,0,0,0,968,977,0,0,0,0,0,0,0,0,0,0,0,15,370,313,1059,264,1122,1133,0,1186,1196,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,6,1365,0,0,0,0,0,0,0,0,0,0,126,0,70,70,392,0,35,35,301,280,280,588,15,210,195,567,180,546,540,504,5,130,120,511,485,480,588,460,602,601,600,210,68,423,395,658,372,664,661,294,668,666,322,329,330,0,30,312,288,699,694,690,406,688,441,449,450,0,684,477,485,0,492,0,0,0,0,195,692,674,553,660,596,605,0,640,648,0,0,0,0,684,0,0,0,0,0,0,0,0,0,105,615,588,743,795,804,0,847,0,0,0,0,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,985,1046,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,7,1365,0,0,0,0,0,0,210,0,126,126,504,70,420,392,588,35,322,301,609,595,588,392,225,595,573,483,558,504,505,126,150,543,521,574,590,590,182,605,203,209,210,0,460,654,663,259,672,286,293,0,314,320,0,0,0,0,375,709,711,363,397,404,0,431,0,0,0,0,459,0,0,0,0,0,0,0,0,725,501,542,0,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,680,721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,8,1365,0,0,0,0,330,210,600,126,540,504,540,448,600,596,280,364,631,623,365,390,394,70,630,460,484,105,504,120,125,0,610,559,578,155,175,180,0,195,0,0,0,0,652,225,250,0,270,0,0,0,0,0,0,0,0,0,720,320,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,1365,0,0,495,330,660,645,450,612,540,558,180,621,250,277,35,678,337,361,55,65,68,0,435,85,98,0,108,0,0,0,520,128,141,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,1365,0,715,660,770,330,445,100,543,151,168,15,214,25,30,0,272,40,45,0,0,0,0,60,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11,1365,1365,650,210,265,45,65,5,84,8,9,0,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455
12,2,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,13,0,13,13,13,156,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,1,102,0,0,0,0,0,92,0,0,91,91,91,91,364,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,14,0,13,13,13,442,0,0,0,2,0,1,1,1,454,0,0,455,0,455,455,455,0
12,3,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,4,4,4,66,0,0,0,0,0,0,1,0,1,1,1,39,0,1,1,36,1,36,36,36,198,0,0,0,0,0,0,0,17,0,0,15,15,15,165,0,13,13,13,157,13,156,156,156,286,0,0,0,0,0,0,3,0,2,2,2,113,0,1,1,103,1,102,102,102,352,0,0,93,92,92,363,91,91,364,364,364,364,0,0,0,0,0,0,0,0,39,0,0,27,26,26,429,0,15,14,14,441,13,442,442,442,0,0,3,2,453,1,454,454,454,0,455,455,0,455,0,0,0,0
12,4,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,10,0,10,10,10,100,0,0,0,4,0,4,4,70,4,4,66,66,66,220,0,0,0,1,1,1,42,1,39,39,39,205,1,36,36,199,36,198,198,198,220,0,0,0,19,0,17,17,174,15,15,166,165,165,275,13,158,157,157,285,156,286,286,286,0,0,0,0,4,3,3,124,2,114,113,113,340,1,104,103,351,102,352,352,352,0,94,93,362,363,363,0,364,364,0,0,0,0,0,0,0,0,52,0,40,39,416,28,27,428,429,429,0,16,440,441,441,0,442,0,0,0,0,5,452,453,0,454,0,0,0,0,0,0,0,0,0,0,0,0
12,5,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,20,0,20,20,135,0,0,0,10,10,10,105,10,100,100,100,225,0,4,4,74,4,70,70,225,66,66,221,220,220,165,0,1,1,45,42,42,212,39,206,205,205,210,36,200,199,219,198,220,220,220,0,0,21,19,183,17,175,174,264,167,166,274,275,275,0,159,284,285,285,0,286,0,0,0,0,0,5,4,135,125,124,328,115,339,340,340,0,106,350,351,0,352,0,0,0,0,361,362,0,0,0,0,0,0,0,0,0,0,0,0,65,53,403,42,415,416,0,427,428,0,0,0,0,439,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,6,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,35,35,35,168,0,20,20,141,20,135,135,216,0,10,10,110,105,105,228,100,226,225,225,120,4,78,74,230,70,226,225,156,222,221,164,165,165,0,1,48,45,219,213,212,200,207,209,210,210,0,202,218,219,0,220,0,0,0,0,23,192,184,253,177,263,264,0,273,274,0,0,0,0,283,0,0,0,0,0,0,0,0,0,7,146,137,316,327,328,0,338,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,390,402,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,7,455,0,0,0,0,0,0,0,0,0,0,84,0,56,56,196,0,35,35,175,168,168,196,20,147,141,217,135,217,216,84,10,115,110,231,229,228,112,227,119,120,120,0,82,235,231,147,228,155,156,0,163,164,0,0,0,0,54,226,221,190,199,200,0,208,0,0,0,0,216,0,0,0,0,0,0,0,0,202,242,252,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,304,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,8,455,0,0,0,0,0,0,120,0,84,84,216,56,204,196,168,35,182,175,195,197,196,56,153,218,218,77,219,83,84,0,125,234,233,104,111,112,0,118,0,0,0,0,241,138,146,0,153,0,0,0,0,0,0,0,0,0,240,180,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9,455,0,0,0,0,165,120,225,84,225,216,135,212,165,169,35,196,194,197,50,55,56,0,220,70,76,0,81,0,0,0,240,96,102,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,10,455,0,0,220,165,220,235,100,243,130,137,20,163,30,34,0,192,44,48,0,0,0,0,62,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,455,0,286,198,242,66,94,10,120,16,18,0,24,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,455,455,169,37,48,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,1,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105
13,2,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,14,0,0,14,14,14,14,91,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,1,104,0,0,0,0,0,0,0,0,105,0,0,105,0,105,105,105,0
13,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,3,36,0,0,0,0,0,0,0,1,0,0,1,1,1,27,0,1,1,1,26,1,26,26,26,78,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,15,0,15,15,15,90,0,0,14,14,14,91,14,14,91,91,91,91,0,0,0,0,0,0,0,0,3,0,0,2,2,2,103,0,1,1,1,104,1,104,104,104,0,0,0,0,105,0,105,105,105,0,105,105,0,105,0,0,0,0
13,4,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,0,6,6,6,44,0,0,0,0,0,0,3,0,3,3,3,37,0,3,3,36,3,36,36,36,66,0,0,0,1,0,1,1,28,1,1,27,27,27,77,1,26,26,26,78,26,78,78,78,0,0,0,0,0,0,0,17,0,16,16,16,89,0,15,15,90,15,90,90,90,0,14,14,91,91,91,0,91,91,0,0,0,0,0,0,0,0,4,0,3,3,102,2,2,103,103,103,0,1,104,104,104,0,104,0,0,0,0,0,105,105,0,105,0,0,0,0,0,0,0,0,0,0,0,0
